stime,uid,etime,lat,lng,stated,grid
2016-09-05 21:07:02,0359ffc582fe347b44084c90700b5315,2016-09-05 21:07:02,26.657394419699997,106.6934024227,0,3934.0
2016-09-05 21:07:25,0359ffc582fe347b44084c90700b5315,2016-09-05 21:07:25,26.657394419699997,106.6934024227,0,3934.0
2016-09-05 21:13:46,0359ffc582fe347b44084c90700b5315,2016-09-05 21:13:46,26.6263057667,106.74606970139999,0,3512.0
2016-09-05 21:15:19,0359ffc582fe347b44084c90700b5315,2016-09-05 21:15:19,26.6196922576,106.7523975949,0,3389.0
2016-09-05 21:25:58,0359ffc582fe347b44084c90700b5315,2016-09-05 21:25:58,26.6145700346,106.7691274183,0,3331.0
2016-09-05 21:35:19,0359ffc582fe347b44084c90700b5315,2016-09-05 22:29:21,26.6304198169,106.7751085751,1,3580.0
2016-09-05 22:37:47,0359ffc582fe347b44084c90700b5315,2016-09-05 22:37:47,26.6228756973,106.74614816020001,0,3450.0
2016-09-05 23:32:26,0359ffc582fe347b44084c90700b5315,2016-09-05 23:32:26,26.623511910999998,106.71016371510001,0,3442.0
2016-09-05 23:40:26,0359ffc582fe347b44084c90700b5315,2016-09-05 23:40:26,26.626085395100002,106.65427742950001,0,3492.0
2016-09-05 23:49:09,0359ffc582fe347b44084c90700b5315,2016-09-05 23:49:09,26.6025234156,106.6467301516,0,3180.0
2016-09-05 23:51:12,0359ffc582fe347b44084c90700b5315,2016-09-06 08:51:28,26.5915415654,106.6570899301,1,2996.0
2016-09-05 02:16:48,205ea4a613322cc120f862cef105e2e1,2016-09-05 12:58:03,26.58526161,106.7214721,1,2949.0
2016-09-05 12:54:35,205ea4a613322cc120f862cef105e2e1,2016-09-05 13:10:35,26.58104254,106.7247658,1,2887.0
2016-09-05 13:28:21,205ea4a613322cc120f862cef105e2e1,2016-09-05 14:17:53,26.58526161,106.7214721,1,2949.0
2016-09-05 14:36:47,205ea4a613322cc120f862cef105e2e1,2016-09-06 13:36:07,26.5835173756,106.7215591305,1,2887.0
2016-09-05 00:06:39,30737625e9ff9f2cf144f742ec677ebb,2016-09-05 00:06:39,26.58365338,106.7265455,0,2950.0
2016-09-05 00:06:47,30737625e9ff9f2cf144f742ec677ebb,2016-09-05 00:06:47,26.58365338,106.7265455,0,2950.0
2016-09-05 00:07:02,30737625e9ff9f2cf144f742ec677ebb,2016-09-05 00:07:02,26.58365338,106.7265455,0,2950.0
2016-09-05 00:07:30,30737625e9ff9f2cf144f742ec677ebb,2016-09-05 00:07:30,26.58365338,106.7265455,0,2950.0
2016-09-05 00:07:51,30737625e9ff9f2cf144f742ec677ebb,2016-09-05 00:07:51,26.58383528,106.7212622,0,2949.0
2016-09-05 00:08:50,30737625e9ff9f2cf144f742ec677ebb,2016-09-05 00:08:50,26.58383528,106.7212622,0,2949.0
2016-09-05 00:11:31,30737625e9ff9f2cf144f742ec677ebb,2016-09-05 02:19:49,26.581056202800003,106.7185968249,1,2886.0
2016-09-05 02:42:57,30737625e9ff9f2cf144f742ec677ebb,2016-09-05 03:38:18,26.583665184,106.72609486,1,2950.0
2016-09-05 03:39:23,30737625e9ff9f2cf144f742ec677ebb,2016-09-05 12:05:49,26.58383528,106.7212622,1,2949.0
2016-09-05 12:43:28,30737625e9ff9f2cf144f742ec677ebb,2016-09-05 20:58:36,26.59558328,106.7336282,1,3075.0
2016-09-05 21:58:38,30737625e9ff9f2cf144f742ec677ebb,2016-09-06 11:02:28,26.585130457800002,106.7214569967,1,2949.0
2016-09-05 03:36:04,87f877ce1d14c824e6dbb4d32cefda4b,2016-09-10 13:03:36,26.537405149899996,106.73334020790001,1,2269.0
2016-09-05 01:19:16,602d35b1738cefca08875fddebb698b1,2016-09-05 01:19:16,26.611059301799997,106.7124570038,0,3319.0
2016-09-05 08:33:06,602d35b1738cefca08875fddebb698b1,2016-09-05 08:33:06,26.60463268,106.7102553,0,3194.0
2016-09-05 08:33:16,602d35b1738cefca08875fddebb698b1,2016-09-05 08:33:16,26.60463268,106.7102553,0,3194.0
2016-09-05 08:33:51,602d35b1738cefca08875fddebb698b1,2016-09-05 08:33:51,26.60463268,106.7102553,0,3194.0
2016-09-05 09:22:59,602d35b1738cefca08875fddebb698b1,2016-09-05 18:43:51,26.5915729986,106.7214579347,1,3011.0
2016-09-05 18:53:53,602d35b1738cefca08875fddebb698b1,2016-09-05 19:29:50,26.604531904,106.7102131848,1,3194.0
2016-09-05 21:21:03,602d35b1738cefca08875fddebb698b1,2016-09-05 22:05:59,26.56252435,106.7129473,1,2637.0
2016-09-05 23:01:50,602d35b1738cefca08875fddebb698b1,2016-09-06 07:54:53,26.6043303519,106.7101289543,1,3194.0
2016-09-05 00:01:41,0a00845d1669a19d04b8437f6847937c,2016-09-05 06:01:52,26.549850337800002,106.7182476557,1,2452.0
2016-09-05 07:01:54,0a00845d1669a19d04b8437f6847937c,2016-09-05 07:01:54,26.5611082414,106.7156318549,0,2637.0
2016-09-05 07:08:01,0a00845d1669a19d04b8437f6847937c,2016-09-05 07:08:01,26.56390871,106.7086969,0,2636.0
2016-09-05 07:12:35,0a00845d1669a19d04b8437f6847937c,2016-09-05 07:12:35,26.5665372364,106.71226845700001,0,2699.0
2016-09-05 07:25:45,0a00845d1669a19d04b8437f6847937c,2016-09-05 07:25:45,26.58230107,106.704046,0,2883.0
2016-09-05 07:33:15,0a00845d1669a19d04b8437f6847937c,2016-09-05 07:33:15,26.58230107,106.704046,0,2883.0
2016-09-05 07:33:34,0a00845d1669a19d04b8437f6847937c,2016-09-05 07:33:34,26.5837735801,106.7019222581,0,2944.0
2016-09-05 08:33:36,0a00845d1669a19d04b8437f6847937c,2016-09-05 12:35:47,26.594839905900002,106.6760104824,1,3063.0
2016-09-05 13:25:59,0a00845d1669a19d04b8437f6847937c,2016-09-05 13:41:59,26.589370854699997,106.67592537549999,1,3001.0
2016-09-05 14:35:57,0a00845d1669a19d04b8437f6847937c,2016-09-05 17:36:03,26.594839905900002,106.6760104824,1,3063.0
2016-09-05 18:36:04,0a00845d1669a19d04b8437f6847937c,2016-09-05 18:36:04,26.589370854699997,106.67592537549999,0,3001.0
2016-09-05 19:15:17,0a00845d1669a19d04b8437f6847937c,2016-09-05 19:15:17,26.58230107,106.704046,0,2883.0
2016-09-05 19:16:26,0a00845d1669a19d04b8437f6847937c,2016-09-05 19:16:26,26.58230107,106.704046,0,2883.0
2016-09-05 19:18:05,0a00845d1669a19d04b8437f6847937c,2016-09-05 19:18:05,26.5767208489,106.7042521608,0,2821.0
2016-09-05 20:18:07,0a00845d1669a19d04b8437f6847937c,2016-09-06 06:05:25,26.5497163497,106.7180412836,1,2452.0
