stime,uid,etime,lat,lng,stated,grid
2016-09-05 09:59:08,912ba5da04c03e75f2137f85b1a76e24,2016-09-05 15:28:46,26.6397642448,106.79645431959999,1,3709.0
2016-09-05 16:14:48,912ba5da04c03e75f2137f85b1a76e24,2016-09-05 16:30:48,26.6392675641,106.7896365547,1,3708.0
2016-09-05 17:12:20,912ba5da04c03e75f2137f85b1a76e24,2016-09-06 12:27:57,26.6397642448,106.79645431959999,1,3709.0
2016-09-05 00:29:02,09993f5146450150a05555928baaf49d,2016-09-05 09:30:43,27.0003987887,106.4479620487,1,4775.0
2016-09-05 10:22:43,09993f5146450150a05555928baaf49d,2016-09-05 10:38:43,26.998516116799998,106.4416533825,1,4775.0
2016-09-05 11:30:45,09993f5146450150a05555928baaf49d,2016-09-06 08:19:21,26.999789615100003,106.44840268530001,1,4775.0
2016-09-05 00:12:20,a6be75d9512f51224cc24619e83d0217,2016-09-05 06:09:57,27.06583484,106.79857790000001,1,4826.0
2016-09-05 12:11:55,a6be75d9512f51224cc24619e83d0217,2016-09-05 12:11:55,26.60082934,106.7755159,0,3146.0
2016-09-05 12:12:06,a6be75d9512f51224cc24619e83d0217,2016-09-05 12:12:06,26.60082934,106.7755159,0,3146.0
2016-09-05 12:12:26,a6be75d9512f51224cc24619e83d0217,2016-09-05 12:12:26,26.60082934,106.7755159,0,3146.0
2016-09-05 12:13:00,a6be75d9512f51224cc24619e83d0217,2016-09-05 12:13:00,26.60082934,106.7755159,0,3146.0
2016-09-05 12:13:17,a6be75d9512f51224cc24619e83d0217,2016-09-05 12:13:17,26.60082934,106.7755159,0,3146.0
2016-09-05 12:13:27,a6be75d9512f51224cc24619e83d0217,2016-09-05 12:13:27,26.60082934,106.7755159,0,3146.0
2016-09-05 12:29:47,a6be75d9512f51224cc24619e83d0217,2016-09-05 12:48:35,26.686907237399996,106.8903631168,1,4340.0
2016-09-05 13:01:55,a6be75d9512f51224cc24619e83d0217,2016-09-05 13:01:55,26.60082934,106.7755159,0,3146.0
2016-09-05 13:20:36,a6be75d9512f51224cc24619e83d0217,2016-09-05 13:20:36,26.68005232,106.89938219999999,0,4278.0
2016-09-05 13:27:11,a6be75d9512f51224cc24619e83d0217,2016-09-05 13:27:11,26.686907237399996,106.8903631168,0,4340.0
2016-09-05 13:29:09,a6be75d9512f51224cc24619e83d0217,2016-09-05 13:29:09,26.686907237399996,106.8903631168,0,4340.0
2016-09-05 13:31:07,a6be75d9512f51224cc24619e83d0217,2016-09-05 13:31:07,26.686907237399996,106.8903631168,0,4340.0
2016-09-05 13:53:53,a6be75d9512f51224cc24619e83d0217,2016-09-05 13:53:53,26.61457003,106.7691274,0,3331.0
2016-09-05 13:58:02,a6be75d9512f51224cc24619e83d0217,2016-09-05 13:58:02,26.6145700346,106.7691274183,0,3331.0
2016-09-05 14:14:19,a6be75d9512f51224cc24619e83d0217,2016-09-05 14:14:19,26.659935484699997,106.8596141516,0,3968.0
2016-09-05 14:19:28,a6be75d9512f51224cc24619e83d0217,2016-09-05 14:19:28,26.68005232,106.89938219999999,0,4278.0
2016-09-05 14:28:18,a6be75d9512f51224cc24619e83d0217,2016-09-05 14:28:18,26.68005232,106.89938219999999,0,4278.0
2016-09-05 14:46:17,a6be75d9512f51224cc24619e83d0217,2016-09-05 14:46:17,26.659935484699997,106.8596141516,0,3968.0
2016-09-05 14:46:49,a6be75d9512f51224cc24619e83d0217,2016-09-05 14:46:49,26.659935484699997,106.8596141516,0,3968.0
2016-09-05 14:51:42,a6be75d9512f51224cc24619e83d0217,2016-09-05 14:51:42,26.686907237399996,106.8903631168,0,4340.0
2016-09-05 15:09:03,a6be75d9512f51224cc24619e83d0217,2016-09-05 15:09:03,26.68005232,106.89938219999999,0,4278.0
2016-09-05 15:24:17,a6be75d9512f51224cc24619e83d0217,2016-09-05 15:45:49,26.659935484699997,106.8596141516,1,3968.0
2016-09-05 16:06:29,a6be75d9512f51224cc24619e83d0217,2016-09-05 16:46:31,26.68005232,106.89938219999999,1,4278.0
2016-09-05 17:03:14,a6be75d9512f51224cc24619e83d0217,2016-09-05 17:03:14,26.70184311,106.8484351,0,4526.0
