LivePlace,DutyPlace,Diet,Shopping,Amuse,Other
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,3,,,
,,1,,,
,,0,,,
,,0,,,
,,2,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,1,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,5,,,
,,0,,,
,,12,,,
,,1,,,
,,1,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,2,,,
,,3,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,2,,,
,,8,,,
,,0,,,
,,1,,,
,,1,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,1,,,
,,7,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,4,,,
,,4,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,1,,,
,,0,,,
,,2,,,
,,1,,,
,,0,,,
,,0,,,
,,1,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,3,,,
,,2,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
,,0,,,
