starttime,uid,endtime,latitude,longitude,state
2016-09-05 17:43:04,a6be75d9512f51224cc24619e83d0217,2016-09-05 17:43:04,26.68005232,106.89938219999999,normal
2016-09-05 17:52:40,a6be75d9512f51224cc24619e83d0217,2016-09-05 18:53:38,26.614570034609,106.76912741829001,stay
2016-09-05 19:42:07,a6be75d9512f51224cc24619e83d0217,2016-09-05 19:42:07,26.68005232,106.89938219999999,normal
2016-09-05 20:02:37,a6be75d9512f51224cc24619e83d0217,2016-09-05 20:02:37,26.686907237379998,106.89036311678,normal
2016-09-05 20:12:32,a6be75d9512f51224cc24619e83d0217,2016-09-05 20:12:32,26.686907237379998,106.89036311678,normal
2016-09-05 20:21:24,a6be75d9512f51224cc24619e83d0217,2016-09-05 20:21:24,26.614570034609,106.76912741829001,normal
2016-09-05 20:58:07,a6be75d9512f51224cc24619e83d0217,2016-09-05 20:58:07,26.630419816942002,106.7751085751,normal
2016-09-05 21:54:00,a6be75d9512f51224cc24619e83d0217,2016-09-05 22:54:01,26.68005232,106.89938219999999,stay
2016-09-05 23:54:02,a6be75d9512f51224cc24619e83d0217,2016-09-06 05:54:42,26.70184311,106.8484351,stay
2016-09-05 08:30:09,733e2185e12100b590cf718d7464cea1,2016-09-07 08:37:19,26.543929328481003,106.79915709207,stay
2016-09-05 00:55:13,6f8889517c1367f4ff169afb92b6790c,2016-09-05 05:55:29,26.61264620211,106.73013298623002,stay
2016-09-05 06:37:33,6f8889517c1367f4ff169afb92b6790c,2016-09-05 06:37:33,26.60244766,106.72550179999999,normal
2016-09-05 06:39:13,6f8889517c1367f4ff169afb92b6790c,2016-09-05 06:39:13,26.604331485524998,106.72307625184,normal
2016-09-05 06:41:06,6f8889517c1367f4ff169afb92b6790c,2016-09-05 06:41:06,26.60244725,106.7149335,normal
2016-09-05 06:41:36,6f8889517c1367f4ff169afb92b6790c,2016-09-05 06:41:36,26.597657096722003,106.71748617860001,normal
2016-09-05 07:21:19,6f8889517c1367f4ff169afb92b6790c,2016-09-05 07:21:19,26.542653257448002,106.70465835875,normal
2016-09-05 07:52:53,6f8889517c1367f4ff169afb92b6790c,2016-09-05 07:52:53,26.51266119112,106.68343123058001,normal
2016-09-05 07:58:45,6f8889517c1367f4ff169afb92b6790c,2016-09-05 07:58:45,26.496699193801998,106.67634486360001,normal
2016-09-05 08:52:48,6f8889517c1367f4ff169afb92b6790c,2016-09-05 14:43:56,26.488854657227996,106.64665969932,stay
2016-09-05 15:29:58,6f8889517c1367f4ff169afb92b6790c,2016-09-05 15:45:58,26.478757547298997,106.63753367125,stay
2016-09-05 16:32:02,6f8889517c1367f4ff169afb92b6790c,2016-09-05 18:23:31,26.488854657227996,106.64665969932,stay
2016-09-05 19:17:34,6f8889517c1367f4ff169afb92b6790c,2016-09-05 19:17:34,26.500862222271,106.66294265831999,normal
2016-09-05 19:24:44,6f8889517c1367f4ff169afb92b6790c,2016-09-05 19:24:44,26.51266119112,106.68343123058001,normal
2016-09-05 19:26:39,6f8889517c1367f4ff169afb92b6790c,2016-09-05 19:26:39,26.509823239482003,106.68780000878,normal
2016-09-05 19:49:31,6f8889517c1367f4ff169afb92b6790c,2016-09-05 19:49:31,26.546887737718002,106.70510362394,normal
2016-09-05 20:02:19,6f8889517c1367f4ff169afb92b6790c,2016-09-05 20:02:19,26.56624804,106.720179,normal
2016-09-05 20:03:19,6f8889517c1367f4ff169afb92b6790c,2016-09-05 20:03:19,26.559176862982998,106.71309606388,normal
2016-09-05 20:44:21,6f8889517c1367f4ff169afb92b6790c,2016-09-05 20:44:21,26.60244766,106.72550179999999,normal
2016-09-05 20:45:42,6f8889517c1367f4ff169afb92b6790c,2016-09-05 20:45:42,26.606619647326003,106.72455402447001,normal
2016-09-05 20:59:37,6f8889517c1367f4ff169afb92b6790c,2016-09-05 20:59:37,26.61264620211,106.73013298623002,normal
2016-09-05 21:30:36,6f8889517c1367f4ff169afb92b6790c,2016-09-05 21:30:36,26.622875697306,106.74614816021999,normal
2016-09-05 21:35:01,6f8889517c1367f4ff169afb92b6790c,2016-09-06 06:42:59,26.624701022099,106.75391197671,stay
2016-09-05 08:48:14,ae52aa118255eabb2b236e7b92a85529,2016-09-06 18:35:27,26.46956393969377,106.67452675049364,stay
2016-09-05 00:28:18,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 00:28:18,26.57786706,106.6984896,normal
2016-09-05 00:30:11,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 00:30:11,26.57334443,106.6962626,normal
2016-09-05 00:30:54,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 09:21:37,26.57786706,106.6984896,stay
2016-09-05 09:25:42,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 09:25:42,26.574739500000003,106.7212302,normal
2016-09-05 09:25:54,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 09:25:54,26.574739500000003,106.7212302,normal
2016-09-05 09:31:54,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 09:31:54,26.57334443,106.6962626,normal
2016-09-05 09:32:02,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 09:32:02,26.57334443,106.6962626,normal
2016-09-05 09:32:54,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 09:32:54,26.57334443,106.6962626,normal
2016-09-05 09:33:45,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 09:33:45,26.57334443,106.6962626,normal
2016-09-05 09:34:10,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 09:34:10,26.57334443,106.6962626,normal
2016-09-05 09:39:16,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 09:39:16,26.5496026,106.72618349999999,normal
2016-09-05 09:43:40,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 10:58:51,26.578075300000002,106.70036082857143,stay
2016-09-05 10:59:53,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 12:58:32,26.57284381,106.69212520000004,stay
2016-09-05 13:04:55,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 14:22:00,26.57786706,106.6984896,stay
2016-09-05 14:41:53,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 15:01:26,26.57284381,106.6921252,stay
2016-09-05 15:02:11,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 15:02:11,26.57786706,106.6984896,normal
2016-09-05 15:03:09,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 15:03:09,26.57786706,106.6984896,normal
2016-09-05 15:03:56,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 15:56:21,26.57284381,106.69212519999998,stay
2016-09-05 15:58:58,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 15:58:58,26.58004735,106.701393,normal
2016-09-05 16:00:00,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 16:00:00,26.574670899999997,106.7028807,normal
2016-09-05 16:04:12,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 16:25:07,26.577867060000006,106.69848959999996,stay
2016-09-05 16:27:17,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 16:37:30,26.57334443,106.6962626,stay
2016-09-05 16:45:08,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 16:45:08,26.57786706,106.6984896,normal
2016-09-05 16:45:30,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 16:45:30,26.57786706,106.6984896,normal
2016-09-05 16:46:25,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 16:46:25,26.577787535696,106.69843967821,normal
2016-09-05 16:49:26,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 16:49:26,26.57334443,106.6962626,normal
2016-09-05 16:49:41,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 16:49:41,26.57334443,106.6962626,normal
2016-09-05 16:50:02,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 16:50:02,26.57786706,106.6984896,normal
2016-09-05 16:50:35,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 16:50:35,26.57284381,106.6921252,normal
2016-09-05 16:51:31,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 16:51:31,26.57786706,106.6984896,normal
2016-09-05 16:53:25,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 16:53:25,26.57786706,106.6984896,normal
2016-09-05 16:53:39,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 16:53:39,26.57786706,106.6984896,normal
2016-09-05 16:53:52,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 16:53:52,26.57786706,106.6984896,normal
2016-09-05 16:57:44,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 16:57:44,26.574670899999997,106.7028807,normal
2016-09-05 17:15:42,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 17:15:42,26.587301305281,106.66972786925,normal
2016-09-05 17:16:13,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 17:16:13,26.587301305281,106.66972786925,normal
2016-09-05 17:17:16,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 17:17:16,26.587189103089,106.66327128481001,normal
2016-09-05 17:17:58,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 17:17:58,26.583159299049,106.65340386454001,normal
2016-09-05 17:29:24,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 17:29:24,26.595714361381003,106.63252274476,normal
2016-09-05 17:34:58,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 17:34:58,26.595714361381003,106.63252274476,normal
2016-09-05 17:35:03,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 17:35:03,26.595714361381003,106.63252274476,normal
2016-09-05 17:35:19,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 17:35:19,26.595714361381003,106.63252274476,normal
2016-09-05 18:28:35,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 18:28:35,26.60062383,106.6375691,normal
2016-09-05 18:29:07,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 18:29:07,26.60062383,106.6375691,normal
2016-09-05 18:58:23,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 19:25:03,26.59967317597925,106.70738792485753,stay
2016-09-05 20:34:30,a1443a38a346cc6023f7a0c7904dc91f,2016-09-05 22:22:45,26.577858223966217,106.69848405313444,stay
2016-09-05 22:25:21,a1443a38a346cc6023f7a0c7904dc91f,2016-09-06 06:29:46,26.57334443000001,106.69626259999997,stay
